PERSON ID;OTHER PERSON ID;SEQUENCE;MODE;AVG;MAX;MIN
ID021;ID025;02;looking_around;0.566472;0.494174;0.632270
ID021;ID018;02;frontal_gaze;0.534776;0.485311;0.587581
ID021;ID003;02;looking_around_with_occlusion;0.533786;0.465483;0.596515
ID021;ID041;01;looking_around_with_occlusion;0.522513;0.453117;0.572529
ID021;ID014;02;frontal_gaze;0.518407;0.450256;0.567468
ID021;ID053;01;frontal_gaze;0.509066;0.461778;0.559011
ID022;ID050;02;looking_around_with_occlusion;0.538304;0.471093;0.616772
ID022;ID056;01;looking_around;0.553777;0.479966;0.624580
ID022;ID010;01;looking_around_with_occlusion;0.512070;0.450519;0.553716
ID022;ID065;02;looking_around;0.517737;0.475825;0.565975
ID022;ID035;02;looking_around_with_occlusion;0.515162;0.451852;0.562657
ID022;ID032;01;looking_around_with_occlusion;0.538465;0.458605;0.590989
ID023;ID049;01;frontal_gaze;0.529993;0.469918;0.590272
ID023;ID043;02;frontal_gaze;0.540149;0.466877;0.600313
ID023;ID029;01;frontal_gaze;0.523700;0.434283;0.566824
ID023;ID036;01;looking_around;0.529513;0.479762;0.575094
ID023;ID015;01;looking_around;0.533110;0.487000;0.581500
ID023;ID019;02;frontal_gaze;0.519782;0.458805;0.576777
ID024;ID003;01;looking_around;0.525655;0.468657;0.573068
ID024;ID062;01;looking_around;0.552478;0.518068;0.598583
ID024;ID050;01;looking_around_with_occlusion;0.544121;0.444247;0.626978
ID024;ID047;01;looking_around_with_occlusion;0.523069;0.449216;0.607577
ID024;ID055;02;looking_around;0.551273;0.484116;0.595555
ID024;ID046;02;looking_around_with_occlusion;0.523477;0.478626;0.566815
ID025;ID064;02;looking_around_with_occlusion;0.533966;0.449857;0.643042
ID025;ID014;01;looking_around;0.558639;0.499187;0.604241
ID025;ID047;01;looking_around;0.579031;0.510436;0.647541
ID025;ID035;02;looking_around;0.529346;0.464228;0.586408
