ID_SOGGETTO,SEQUENZA,POSA,AVG,MAX,MIN
ID001,1,frontal_gaze,0.7584524033412888,1.0,0.00643
ID001,1,looking_around,0.8947297122969838,1.0,0.257647
ID001,1,looking_around_with_occlusion,0.9406455303468207,1.0,0.209333
ID001,2,frontal_gaze,0.8574774749999999,1.0,0.015895
ID001,2,looking_around,0.9868924250325946,1.0,0.423954
ID001,2,looking_around_with_occlusion,0.9640825228161668,1.0,0.05945
ID002,1,frontal_gaze,0.5773175709342561,1.0,0.000521
ID002,1,looking_around,0.5910928554216868,1.0,0.000189
ID002,1,looking_around_with_occlusion,0.7049315408653847,1.0,0.001378
ID002,2,frontal_gaze,0.6676255901639344,1.0,0.000104
ID002,2,looking_around,0.7938419792284866,1.0,0.043102
ID002,2,looking_around_with_occlusion,0.7983537052401747,1.0,0.008019
ID003,1,frontal_gaze,0.7283878617021277,1.0,0.012121
ID003,1,looking_around,0.8061221843317973,1.0,0.003344
ID003,1,looking_around_with_occlusion,0.7247305859375,1.0,0.025488
ID003,2,frontal_gaze,0.6793141252796421,1.0,0.00117
ID003,2,looking_around,0.8601918459069021,1.0,0.001
ID003,2,looking_around_with_occlusion,0.8235140669371197,1.0,0.012127
ID004,1,frontal_gaze,0.845524340599455,1.0,0.187084
ID004,1,looking_around,0.9428500560747664,1.0,0.286082
ID004,2,frontal_gaze,0.9238284623376624,1.0,0.02082
ID004,2,looking_around_with_occlusion,0.9972560915750917,1.0,0.88322
ID005,1,frontal_gaze,0.9282643906810036,1.0,0.182161
ID005,1,looking_around,0.976669455782313,1.0,0.282165
ID005,1,looking_around_with_occlusion,0.9808558867924528,1.0,0.253145
ID005,2,frontal_gaze,0.8145908005865102,1.0,0.009162
ID005,2,looking_around_with_occlusion,0.9363153796610169,1.0,0.017732
ID006,1,frontal_gaze,0.7884432600382408,1.0,0.001648
ID006,1,looking_around,0.9535991222493888,1.0,0.166334
ID006,1,looking_around_with_occlusion,0.9358354192229038,1.0,0.031949
ID006,2,frontal_gaze,0.9465009067641682,1.0,0.121142
ID006,2,looking_around,0.9859910246679316,1.0,0.724311
ID006,2,looking_around_with_occlusion,0.9769464234592445,1.0,0.278975
ID007,1,frontal_gaze,0.8373225985037407,1.0,0.048434
ID007,1,looking_around,0.9471440055710306,1.0,0.121975
ID007,1,looking_around_with_occlusion,0.9509780159744409,1.0,0.126607
ID007,2,frontal_gaze,0.8784330481283422,1.0,0.05361
ID007,2,looking_around,0.8985953372093023,1.0,0.013994
ID007,2,looking_around_with_occlusion,0.8885717574750831,1.0,0.049488
ID008,1,frontal_gaze,0.7451463668639053,1.0,0.00054
ID008,1,looking_around,0.8113377401812689,1.0,0.00654
ID008,1,looking_around_with_occlusion,0.927407535971223,1.0,0.08804
ID008,2,frontal_gaze,0.7983445142857143,1.0,0.007556
ID008,2,looking_around,0.8130854337748344,1.0,0.002454
ID008,2,looking_around_with_occlusion,0.9387640895522389,1.0,0.22088
ID009,1,frontal_gaze,0.3364311789976134,0.991201,0.001303
ID009,1,looking_around,0.35159096208530805,1.0,1.8e-05
ID009,1,looking_around_with_occlusion,0.3052826206030151,1.0,2.8e-05
ID009,2,frontal_gaze,0.356079799086758,1.0,7.5e-05
ID009,2,looking_around,0.5403835,1.0,0.000631
ID009,2,looking_around_with_occlusion,0.9231134874715262,1.0,0.024074
ID010,1,frontal_gaze,0.615817286440678,1.0,0.005232
ID010,1,looking_around,0.8913429269162211,1.0,0.034489
ID010,1,looking_around_with_occlusion,0.9819441173814898,1.0,0.621865
ID010,2,frontal_gaze,0.8408049564393939,1.0,0.115018
ID010,2,looking_around,0.9521267645107794,1.0,0.076072
ID010,2,looking_around_with_occlusion,0.9467767205387205,1.0,0.204249
ID011,1,frontal_gaze,0.8058198246445498,1.0,0.007884
ID011,1,looking_around,0.8379533640167365,1.0,0.001191
ID011,1,looking_around_with_occlusion,0.7740234592445328,1.0,0.002138
ID011,2,frontal_gaze,0.8246920828282828,1.0,0.027911
ID011,2,looking_around,0.881421137295082,1.0,0.045396
ID012,1,frontal_gaze,0.7835731145251397,1.0,0.030646
ID012,1,looking_around,0.8631241734417344,1.0,0.008037
ID012,1,looking_around_with_occlusion,0.8795626109510087,1.0,0.022429
ID012,2,frontal_gaze,0.8500984266666667,1.0,0.015048
ID012,2,looking_around,0.8704343376205789,1.0,0.037539
ID012,2,looking_around_with_occlusion,0.8411375623100305,1.0,0.002648
ID013,1,frontal_gaze,0.40696409476309225,1.0,0.000287
ID013,1,looking_around,0.5411187738419618,1.0,0.000212
ID013,1,looking_around_with_occlusion,0.5266182582417582,1.0,0.000184
ID013,2,frontal_gaze,0.5648318763736264,1.0,9e-05
ID013,2,looking_around,0.607513,1.0,0.000352
ID013,2,looking_around_with_occlusion,0.6408562212885154,1.0,0.000918
ID014,1,frontal_gaze,0.6332785025,1.0,0.023948
ID014,1,looking_around,0.7409987690288714,1.0,0.000319
ID014,1,looking_around_with_occlusion,0.7313307663551402,1.0,0.001743
ID014,2,frontal_gaze,0.5237309140969163,1.0,0.000589
ID014,2,looking_around,0.7753762811735941,1.0,0.000423
ID014,2,looking_around_with_occlusion,0.863654698630137,1.0,0.0009
ID015,1,frontal_gaze,0.4745192251461988,1.0,0.000144
ID015,1,looking_around,0.7920509945054944,1.0,0.00394
ID015,1,looking_around_with_occlusion,0.9440167455830389,1.0,0.071034
ID015,2,frontal_gaze,0.6805724,1.0,0.000283
ID015,2,looking_around,0.8993315161290322,1.0,0.018542
ID015,2,looking_around_with_occlusion,0.9577354568345323,1.0,0.017515
ID016,1,frontal_gaze,0.8450238761061947,1.0,0.099398
ID016,1,looking_around,0.9303345992779782,1.0,0.122194
ID016,1,looking_around_with_occlusion,0.9340380605095542,1.0,0.160541
ID016,2,frontal_gaze,0.7061948,1.0,0.007937
ID016,2,looking_around,0.8591392123076922,1.0,0.015727
ID016,2,looking_around_with_occlusion,0.9968555824468085,1.0,0.87191
ID017,1,frontal_gaze,0.8223123280757098,1.0,0.027227
ID017,1,looking_around,0.9575665964285714,1.0,0.231722
ID017,1,looking_around_with_occlusion,0.961707879245283,1.0,0.199546
ID017,2,frontal_gaze,0.8860260469208211,1.0,0.285753
ID017,2,looking_around,0.9795641504702195,1.0,0.727133
ID017,2,looking_around_with_occlusion,0.9691709970414201,1.0,0.261623
ID018,1,frontal_gaze,0.6516765191082803,1.0,0.001902
ID018,1,looking_around,0.7839316777777777,1.0,0.036759
ID018,1,looking_around_with_occlusion,0.866339862962963,1.0,0.081413
ID018,2,frontal_gaze,0.8357744514767932,1.0,0.021731
ID018,2,looking_around,0.9330271796875,1.0,0.04994
ID018,2,looking_around_with_occlusion,0.9273965791366907,1.0,0.007844
ID019,1,frontal_gaze,0.7603698810810812,1.0,0.002531
ID019,1,looking_around,0.8021625729166666,1.0,0.004449
ID019,1,looking_around_with_occlusion,0.7966888274932614,1.0,0.011495
ID019,2,frontal_gaze,0.7278736470588235,1.0,0.003956
ID019,2,looking_around,0.8485773089700998,1.0,0.021453
ID019,2,looking_around_with_occlusion,0.9691225912162164,1.0,0.154588
ID020,1,frontal_gaze,0.8631775168918918,1.0,0.109343
ID020,1,looking_around,0.9019705880398672,1.0,0.038848
ID020,1,looking_around_with_occlusion,0.9195965647840532,1.0,0.16411
ID020,2,frontal_gaze,0.8483065586419752,1.0,0.029395
ID020,2,looking_around,0.9809211214057507,1.0,0.381861
ID020,2,looking_around_with_occlusion,0.9774932907801418,1.0,0.119178
ID021,1,frontal_gaze,0.9863083439024389,1.0,0.518915
ID021,1,looking_around,0.9952623477011494,1.0,0.766217
ID021,1,looking_around_with_occlusion,0.9948586150121065,1.0,0.645863
ID021,2,frontal_gaze,0.9904655581395349,1.0,0.603324
ID021,2,looking_around,0.9955228860465116,1.0,0.927353
ID021,2,looking_around_with_occlusion,0.9981377250922508,1.0,0.935509
ID022,1,frontal_gaze,0.9886395828571429,1.0,0.59112
ID022,1,looking_around,0.9952392077051927,1.0,0.897836
ID022,1,looking_around_with_occlusion,0.9945341329479769,1.0,0.574428
ID022,2,frontal_gaze,0.926004006830601,1.0,0.010238
ID022,2,looking_around,0.9969751306620209,1.0,0.848706
ID022,2,looking_around_with_occlusion,0.9999510064516128,1.0,0.991386
ID023,1,frontal_gaze,0.9600302621359224,1.0,0.413711
ID023,1,looking_around,0.9581609175824176,1.0,0.261822
ID023,1,looking_around_with_occlusion,0.980920912371134,1.0,0.434622
ID023,2,frontal_gaze,0.9378738170212766,1.0,0.107278
ID023,2,looking_around,0.9841196709183673,1.0,0.589784
ID023,2,looking_around_with_occlusion,0.9285977621247113,1.0,0.172985
ID024,1,frontal_gaze,0.9319419155555555,1.0,0.04193
ID024,1,looking_around,0.9756203126614987,1.0,0.252221
ID024,1,looking_around_with_occlusion,0.9963044263565892,1.0,0.862746
ID024,2,frontal_gaze,0.8894896694736841,1.0,0.020592
ID024,2,looking_around,0.9767151746987952,1.0,0.267062
ID024,2,looking_around_with_occlusion,0.9758698696537679,1.0,0.201645
ID025,1,frontal_gaze,0.9309011448275862,1.0,0.006031
ID025,1,looking_around,0.9653397505617978,1.0,0.158359
ID025,1,looking_around_with_occlusion,0.9701177097560976,1.0,0.197364
ID025,2,frontal_gaze,0.9343109267241378,1.0,0.001596
ID025,2,looking_around,0.9782530123966943,1.0,0.149509
ID026,1,frontal_gaze,0.49091256321839083,1.0,0.00066
ID026,1,looking_around,0.6117908098958333,1.0,0.002081
ID026,1,looking_around_with_occlusion,0.714971002624672,1.0,0.004885
ID026,2,frontal_gaze,0.6935160119904076,1.0,0.004194
ID026,2,looking_around,0.8228187204030227,1.0,0.010187
