PERSON ID;OTHER PERSON ID;SUBJECT_IN_FRAME_ID;SEQUENCE;MODE;AVG;MAX;MIN
049;016;016;01;frontal_gaze;1.000000;1.000000;0.999999
049;016;016;01;looking_around;1.000000;1.000000;0.999995
049;016;016;01;looking_around_with_occlusion;1.000000;1.000000;0.999984
049;016;016;02;frontal_gaze;0.999900;1.000000;0.995833
049;016;016;02;looking_around;1.000000;1.000000;0.999991
049;016;016;02;looking_around_with_occlusion;1.000000;1.000000;1.000000
049;016;049;01;frontal_gaze;0.999979;1.000000;0.996905
049;016;049;01;looking_around;0.999964;1.000000;0.994303
049;016;049;01;looking_around_with_occlusion;0.999897;1.000000;0.993693
049;016;049;02;frontal_gaze;0.999969;1.000000;0.994719
049;016;049;02;looking_around;0.999824;1.000000;0.980846
049;016;049;02;looking_around_with_occlusion;0.999813;1.000000;0.986609
049;019;019;01;frontal_gaze;0.988422;1.000000;0.584080
049;019;019;01;looking_around;0.993616;1.000000;0.869745
049;019;019;01;looking_around_with_occlusion;0.983789;1.000000;0.762554
049;019;019;02;frontal_gaze;0.995493;1.000000;0.913733
049;019;019;02;looking_around;0.990493;1.000000;0.778061
049;019;019;02;looking_around_with_occlusion;0.999914;1.000000;0.994857
049;019;049;01;frontal_gaze;0.997775;1.000000;0.967320
049;019;049;01;looking_around;0.996395;1.000000;0.845873
049;019;049;01;looking_around_with_occlusion;0.999129;1.000000;0.977271
049;019;049;02;frontal_gaze;0.997321;1.000000;0.931296
049;019;049;02;looking_around;0.994499;1.000000;0.919629
049;019;049;02;looking_around_with_occlusion;0.995609;1.000000;0.920416
049;038;038;01;frontal_gaze;0.833198;0.999988;0.178984
049;038;038;01;looking_around;0.833134;1.000000;0.364441
049;038;038;01;looking_around_with_occlusion;0.858107;0.999999;0.431112
049;038;038;02;frontal_gaze;0.616452;1.000000;0.012266
049;038;038;02;looking_around;0.758830;1.000000;0.003424
049;038;038;02;looking_around_with_occlusion;0.817953;1.000000;0.177394
049;038;049;01;frontal_gaze;0.491950;0.999995;0.007077
