ID_SOGGETTO,SEQUENZA,POSA,AVG,MAX,MIN
ID001,1,frontal_gaze,0.9595984604316546,1.0,0.436409
ID001,1,looking_around,0.9309624405594407,1.0,0.486932
ID001,1,looking_around_with_occlusion,0.9988286347826087,1.0,0.92992
ID001,2,frontal_gaze,0.9981541462450593,1.0,0.959396
ID001,2,looking_around,0.9999325960784314,1.0,0.990761
ID001,2,looking_around_with_occlusion,0.9999999647058825,1.0,0.999993
ID002,1,frontal_gaze,0.9257014010416666,1.0,0.279637
ID002,1,looking_around,0.7383325869565219,0.999998,0.02151
ID002,1,looking_around_with_occlusion,0.9615427101449275,1.0,0.010753
ID002,2,frontal_gaze,0.9053646830985916,1.0,0.16515
ID002,2,looking_around,0.9834158571428573,1.0,0.544451
ID002,2,looking_around_with_occlusion,0.947765407894737,1.0,0.296172
ID003,1,frontal_gaze,0.91894268,1.0,0.454159
ID003,1,looking_around,0.9635528750000001,1.0,0.562487
ID003,1,looking_around_with_occlusion,0.976104890625,1.0,0.422303
ID003,2,frontal_gaze,0.9410250671140941,1.0,0.415063
ID003,2,looking_around,0.9904678212560386,1.0,0.543509
ID003,2,looking_around_with_occlusion,0.9999737317073171,1.0,0.995701
ID004,1,frontal_gaze,0.9759760901639345,1.0,0.764185
ID004,1,looking_around,0.9995121142857144,1.0,0.98293
ID004,2,frontal_gaze,0.9961785234375,1.0,0.869176
ID004,2,looking_around_with_occlusion,0.9997954285714287,1.0,0.986808
ID005,1,frontal_gaze,0.96819588172043,1.0,0.552431
ID005,1,looking_around,0.988521142857143,1.0,0.444159
ID005,1,looking_around_with_occlusion,0.9992049811320755,1.0,0.982876
ID005,2,frontal_gaze,0.9857602654867257,1.0,0.589927
ID005,2,looking_around_with_occlusion,0.9874482653061225,1.0,0.863288
ID006,1,frontal_gaze,0.977052804597701,1.0,0.302827
ID006,1,looking_around,0.9789122573529412,1.0,0.550442
ID006,1,looking_around_with_occlusion,0.9998162760736197,1.0,0.991729
ID006,2,frontal_gaze,0.9878225934065935,1.0,0.685531
ID006,2,looking_around,0.9919730914285716,1.0,0.892476
ID006,2,looking_around_with_occlusion,0.9987565868263476,1.0,0.965449
ID007,1,frontal_gaze,0.9295435639097744,1.0,0.084935
ID007,1,looking_around,0.9733580000000001,1.0,0.668405
ID007,1,looking_around_with_occlusion,0.9978152980769232,1.0,0.875073
ID007,2,frontal_gaze,0.986771314516129,1.0,0.853592
ID007,2,looking_around,0.943401534883721,1.0,0.454951
ID007,2,looking_around_with_occlusion,0.9943289900000001,1.0,0.861709
ID008,1,frontal_gaze,0.9881247589285714,1.0,0.8671
ID008,1,looking_around,0.9875702363636363,1.0,0.800379
ID008,1,looking_around_with_occlusion,0.9998100760869566,1.0,0.982538
ID008,2,frontal_gaze,0.993731923809524,1.0,0.872365
ID008,2,looking_around,0.99269588,1.0,0.804784
ID008,2,looking_around_with_occlusion,0.9999999552238805,1.0,0.999998
ID009,1,frontal_gaze,0.34446974820143883,0.958169,0.007261
ID009,1,looking_around,0.3866622928571428,0.995526,0.00185
ID009,1,looking_around_with_occlusion,0.5676851060606061,1.0,0.04459
ID009,2,frontal_gaze,0.32791699999999996,1.0,0.000196
ID009,2,looking_around,0.5496585193798449,1.0,0.006358
ID009,2,looking_around_with_occlusion,0.9991501712328766,1.0,0.875926
ID010,1,frontal_gaze,0.8871846479591837,1.0,0.078643
ID010,1,looking_around,0.9549298823529413,1.0,0.336025
ID010,1,looking_around_with_occlusion,0.9999457074829932,1.0,0.992019
ID010,2,frontal_gaze,0.9346748693181817,1.0,0.11626
ID010,2,looking_around,0.999126815920398,1.0,0.987036
ID010,2,looking_around_with_occlusion,0.9948927828282829,1.0,0.788043
ID011,1,frontal_gaze,0.9859601857142857,1.0,0.885083
ID011,1,looking_around,0.980522566037736,1.0,0.771957
ID011,1,looking_around_with_occlusion,0.9578848742514973,1.0,0.673428
ID011,2,frontal_gaze,0.9877938242424241,1.0,0.696817
ID011,2,looking_around,0.9899536172839505,1.0,0.833126
ID012,1,frontal_gaze,0.9826198991596639,1.0,0.49241
ID012,1,looking_around,0.9936117479674798,1.0,0.819043
ID012,1,looking_around_with_occlusion,0.9993388434782607,1.0,0.937264
ID012,2,frontal_gaze,0.97282785,1.0,0.24957
ID012,2,looking_around,0.9714858058252428,1.0,0.405712
ID012,2,looking_around_with_occlusion,0.9889756422018349,1.0,0.706463
ID013,1,frontal_gaze,0.775767060150376,1.0,0.015669
ID013,1,looking_around,0.8512830655737704,1.0,0.015126
ID013,1,looking_around_with_occlusion,0.9870710743801654,1.0,0.608249
ID013,2,frontal_gaze,0.9243937272727273,1.0,0.100432
ID013,2,looking_around,0.9233720787401575,1.0,0.061651
ID013,2,looking_around_with_occlusion,0.8696718907563024,1.0,0.033981
ID014,1,frontal_gaze,0.8928373082706766,1.0,0.241497
ID014,1,looking_around,0.9669112598425197,1.0,0.408732
ID014,1,looking_around_with_occlusion,0.9874918521126762,1.0,0.76057
ID014,2,frontal_gaze,0.9863075033112583,1.0,0.34751
ID014,2,looking_around,0.9999999632352942,1.0,0.999997
ID014,2,looking_around_with_occlusion,0.9999998925619835,1.0,0.999988
ID015,1,frontal_gaze,0.7990817105263158,0.999999,0.072377
ID015,1,looking_around,0.9727072892561984,1.0,0.443573
ID015,1,looking_around_with_occlusion,0.9855790319148936,1.0,0.748426
ID015,2,frontal_gaze,0.9880045436893204,1.0,0.619905
ID015,2,looking_around,0.9959293978494621,1.0,0.943943
ID015,2,looking_around_with_occlusion,1.0,1.0,1.0
ID016,1,frontal_gaze,0.9972813451327434,1.0,0.844796
ID016,1,looking_around,0.994431141304348,1.0,0.647148
ID016,1,looking_around_with_occlusion,0.9997915192307693,1.0,0.982399
ID016,2,frontal_gaze,0.9989069469026549,1.0,0.953521
ID016,2,looking_around,0.996602787037037,1.0,0.731797
ID016,2,looking_around_with_occlusion,1.0,1.0,1.0
ID017,1,frontal_gaze,0.9709469142857142,1.0,0.73878
ID017,1,looking_around,0.9878272688172043,1.0,0.88525
ID017,1,looking_around_with_occlusion,0.9991534659090907,1.0,0.976845
ID017,2,frontal_gaze,0.9984238053097346,1.0,0.963669
ID017,2,looking_around,0.9991993867924529,1.0,0.9623
ID017,2,looking_around_with_occlusion,0.9990736607142858,1.0,0.985047
ID018,1,frontal_gaze,0.9228907788461539,1.0,0.198352
ID018,1,looking_around,0.9273887333333333,1.0,0.186695
ID018,1,looking_around_with_occlusion,0.9585429555555555,1.0,0.107804
ID018,2,frontal_gaze,0.8107338860759495,1.0,0.021731
ID018,2,looking_around,0.9769822470588234,1.0,0.117654
ID018,2,looking_around_with_occlusion,0.9903765108695651,1.0,0.406056
