VIDEO ID;PERSON ID;AVG;MAX;MIN
P1L_S1_C2;0022;0.8308;0.73485;0.87365
P1L_S1_C2;0010;0.8481;0.8164;0.8964
P1L_S1_C2;0024;0.86295;0.80155;0.91305
P1L_S1_C2;0025;0.85;0.76485;0.9026
P1L_S1_C2;0023;0.82595;0.76785;0.8874
P1L_S1_C3;0014;0.79875;0.72795;0.8198
P1L_S1_C3;0020;0.81105;0.78495;0.8325
P1L_S1_C3;0006;0.8139000000000001;0.7938000000000001;0.8379
P1L_S1_C3;0011;0.82635;0.7931;0.84815
P1L_S1_C3;0005;0.84945;0.8222;0.87425
P1L_S1_C3;0027;0.82575;0.7852;0.8551
P1L_S1_C3;0026;0.8473999999999999;0.788;0.877
P1L_S1_C3;0018;0.77385;0.73285;0.8054
P1L_S1_C3;0009;0.81675;0.75755;0.8532500000000001
P1L_S1_C3;0021;0.8017;0.7717499999999999;0.82695
P1L_S1_C3;0019;0.8348;0.78315;0.8654999999999999
P1L_S1_C3;0007;0.8081;0.783;0.83345
P1L_S1_C3;0012;0.8234;0.7605500000000001;0.8503499999999999
P1L_S1_C3;0015;0.741;0.7016;0.7734
P1L_S1_C3;0017;0.84035;0.82355;0.865
P1L_S1_C3;0016;0.82315;0.75695;0.8641
P1L_S1_C3;0013;0.8542;0.83325;0.87045
P1L_S1_C3;0004;0.7548;0.7121;0.80165
P1L_S1_C3;0001;0.82185;0.7563;0.85825
P1L_S1_C3;0003;0.8311999999999999;0.7928;0.87725
P1L_S1_C3;0022;0.8222;0.7919499999999999;0.84915
P1L_S1_C3;0010;0.81685;0.8028;0.82895
P1L_S1_C3;0024;0.85415;0.8392999999999999;0.86675
P1L_S1_C3;0025;0.82835;0.7943;0.8555
P1L_S1_C3;0023;0.79985;0.7677;0.82675
P1L_S2_C1;0014;0.7805;0.6345000000000001;0.8547
P1L_S2_C1;0020;0.8016;0.7165;0.8502000000000001
P1L_S2_C1;0003;0.85625;0.74535;0.9162
P1L_S2_C1;0005;0.85395;0.789;0.8947
P1L_S2_C1;0011;0.8458;0.71475;0.9018
P1L_S2_C1;0021;0.84005;0.76315;0.8771
P1L_S2_C1;0012;0.81865;0.7605999999999999;0.866
P1L_S2_C1;0027;0.8589;0.8088;0.90225
P1L_S2_C1;0026;0.8267;0.7657499999999999;0.88035
P1L_S2_C1;0019;0.84545;0.7591;0.9022
P1L_S2_C1;0016;0.86895;0.8293;0.8908
P1L_S2_C1;0007;0.8266;0.7699;0.86965
P1L_S2_C1;0013;0.85995;0.79155;0.88905
P1L_S2_C1;0001;0.8445;0.76475;0.90585
P1L_S2_C1;0017;0.8617;0.80315;0.9052
P1L_S2_C1;0018;0.81315;0.7464999999999999;0.88495
P1L_S2_C1;0015;0.7555000000000001;0.6910000000000001;0.79545
P1L_S2_C1;0010;0.8241499999999999;0.7185;0.89045
P1L_S2_C1;0006;0.7994;0.6906;0.8678
P1L_S2_C1;0009;0.83495;0.7867999999999999;0.87205
P1L_S2_C1;0004;0.7946;0.68955;0.8564
P1L_S2_C1;0024;0.8497;0.7355;0.8952
P1L_S2_C1;0022;0.83165;0.7892;0.87065
P1L_S2_C1;0025;0.81185;0.7121500000000001;0.8837
P1L_S2_C1;0023;0.83675;0.7625;0.90575
P1L_S2_C2;0014;0.8242;0.69845;0.87805
P1L_S2_C2;0020;0.80745;0.7133;0.8707
P1L_S2_C2;0003;0.86105;0.79495;0.91515
P1L_S2_C2;0005;0.87215;0.80055;0.9238
P1L_S2_C2;0011;0.8601;0.77555;0.92345
P1L_S2_C2;0021;0.8584;0.78825;0.9124
P1L_S2_C2;0012;0.829;0.76525;0.87925
P1L_S2_C2;0027;0.86675;0.8006;0.91935
P1L_S2_C2;0026;0.83785;0.7726;0.88215
P1L_S2_C2;0019;0.8629;0.7979;0.9294
P1L_S2_C2;0016;0.865;0.82035;0.8968
P1L_S2_C2;0007;0.8479;0.73255;0.90365
P1L_S2_C2;0013;0.8693;0.7652;0.92295
P1L_S2_C2;0001;0.83255;0.73995;0.90315
P1L_S2_C2;0017;0.8748;0.7916;0.93035
P1L_S2_C2;0018;0.8147;0.7364999999999999;0.8755
P1L_S2_C2;0015;0.7644;0.69355;0.8282499999999999
P1L_S2_C2;0010;0.855;0.8174;0.8845
P1L_S2_C2;0006;0.8197;0.75335;0.8692
P1L_S2_C2;0009;0.8406;0.7878000000000001;0.8914
P1L_S2_C2;0004;0.7912;0.67205;0.85665
P1L_S2_C2;0024;0.8575;0.7785;0.9095
P1L_S2_C2;0022;0.84195;0.8064;0.8844
